-3.0e0 -3.0e0 0.0e0 0.0e0
-2.8775511e0 -3.0e0 -3.523529e-1 -3.523529e-1
-2.7551022e0 -3.0e0 -6.747177e-1 -6.747177e-1
-2.6326534e0 -3.0e0 -9.67096e-1 -9.67096e-1
-2.5102045e0 -3.0e0 -1.2294861e0 -1.2294861e0
-2.3877556e0 -3.0e0 -1.4618881e0 -1.4618881e0
-2.2653067e0 -3.0e0 -1.6643066e0 -1.6643066e0
-2.1428578e0 -3.0e0 -1.836734e0 -1.836734e0
-2.020409e0 -3.0e0 -1.9791748e0 -1.9791748e0
-1.89796e0 -3.0e0 -2.0916275e0 -2.0916275e0
-1.7755112e0 -3.0e0 -2.1740936e0 -2.1740936e0
-1.6530623e0 -3.0e0 -2.2265717e0 -2.2265717e0
-1.5306134e0 -3.0e0 -2.2490631e0 -2.2490631e0
-1.4081645e0 -3.0e0 -2.2415665e0 -2.2415665e0
-1.2857156e0 -3.0e0 -2.2040817e0 -2.2040817e0
-1.1632668e0 -3.0e0 -2.136612e0 -2.136612e0
-1.0408179e0 -3.0e0 -2.039151e0 -2.039151e0
-9.18369e-1 -3.0e0 -1.9117053e0 -1.9117053e0
-7.959201e-1 -3.0e0 -1.7542715e0 -1.7542715e0
-6.734712e-1 -3.0e0 -1.5668501e0 -1.5668501e0
-5.5102231e-1 -3.0e0 -1.3494414e0 -1.3494414e0
-4.2857341e-1 -3.0e0 -1.1020451e0 -1.1020451e0
-3.0612451e-1 -3.0e0 -8.2466147e-1 -8.2466147e-1
-1.8367561e-1 -3.0e0 -5.172899e-1 -5.172899e-1
-6.122672e-2 -3.0e0 -1.7993144e-1 -1.7993144e-1
6.122218e-2 -3.0e0 1.874147e-1 1.874147e-1
1.8367107e-1 -3.0e0 5.8474841e-1 5.8474841e-1
3.0611996e-1 -3.0e0 1.01206944e0 1.01206944e0
4.2856886e-1 -3.0e0 1.4693779e0 1.4693779e0
5.5101776e-1 -3.0e0 1.9566739e0 1.9566739e0
6.7346666e-1 -3.0e0 2.4739572e0 2.4739572e0
7.9591556e-1 -3.0e0 3.0212282e0 3.0212282e0
9.1836446e-1 -3.0e0 3.5984865e0 3.5984865e0
1.04081335e0 -3.0e0 4.2057297e0 4.2057297e0
1.1632622e0 -3.0e0 4.8429688e0 4.8429688e0
1.285711e0 -3.0e0 5.5101898e0 5.5101898e0
1.40816e0 -3.0e0 6.2073975e0 6.2073975e0
1.5306088e0 -3.0e0 6.9345917e0 6.9345917e0
1.6530577e0 -3.0e0 7.691774e0 7.691774e0
1.7755066e0 -3.0e0 8.4789429e0 8.4789429e0
1.8979555e0 -3.0e0 9.2960999e0 9.2960999e0
2.0204044e0 -3.0e0 1.0143245e1 1.0143245e1
2.1428532e0 -3.0e0 1.10203766e1 1.10203766e1
2.2653021e0 -3.0e0 1.19274948e1 1.19274948e1
2.387751e0 -3.0e0 1.28646027e1 1.28646027e1
2.5101999e0 -3.0e0 1.38317078e1 1.38317078e1
2.6326488e0 -3.0e0 1.48287888e1 1.48287888e1
2.7550977e0 -3.0e0 1.58558578e1 1.58558578e1
2.8775465e0 -3.0e0 1.6912915e1 1.6912915e1
2.9999954e0 -3.0e0 1.79999588e1 1.79999588e1

-3.0e0 -2.8775511e0 3.673462e-1 3.673462e-1
-2.8775511e0 -2.8775511e0 -3.0e-7 -3.0e-7
-2.7551022e0 -2.8775511e0 -3.373589e-1 -3.373589e-1
-2.6326534e0 -2.8775511e0 -6.447307e-1 -6.447307e-1
-2.5102045e0 -2.8775511e0 -9.221146e-1 -9.221146e-1
-2.3877556e0 -2.8775511e0 -1.1695103e0 -1.1695103e0
-2.2653067e0 -2.8775511e0 -1.3869228e0 -1.3869228e0
-2.1428578e0 -2.8775511e0 -1.5743437e0 -1.5743437e0
-2.020409e0 -2.8775511e0 -1.7317783e0 -1.7317783e0
-1.89796e0 -2.8775511e0 -1.8592247e0 -1.8592247e0
-1.7755112e0 -2.8775511e0 -1.9566844e0 -1.9566844e0
-1.6530623e0 -2.8775511e0 -2.0241562e0 -2.0241562e0
